comment,antagonize,antagonize:confidence,condescending,condescending:confidence,dismissive,dismissive:confidence,hostile,hostile:confidence,sarcastic,sarcastic:confidence
"'Albertans are afraid of the rest of Canada...'Pardon?Having seen an influx of 1 million people from the 'rest of Canada' in just over 15 years, that statement reeks of anti-Alberta bigotry. And so do you.",1,0.6243,0,0.787,0,1.0,0,0.787,0,1.0
"Hawaiians hate whites, have you ever been to Hawaii the natives will literally shit in your face and spit in your food- nobody batts an eye. The open racism towards white people is on another level. Just don’t talk back to the natives and you’ll be fine; otherwise, you’ll leave the island with two black eyes and no one will care not even the cops.",1,0.7556,0,0.6065,0,0.6828,1,0.7228,0,0.8420000000000001
Harper. That's the idiot.,1,0.6029,1,0.6004,1,0.8069,1,0.6004,0,0.8069
Every society hates women. It's true. We're doomed. As a whole.,1,0.7982,0,1.0,0,0.7904,0,0.6026,0,1.0
"Yo're stoned, MR? No great surprise there, I suppose.",1,0.8078,1,0.8078,1,0.8078,1,0.6073,1,0.617
Very well said. Let's hope Justin's hair and the brain cell of his handlers never get into power.,1,0.807,0,0.6036,0,0.6036,1,0.807,1,0.7932
Harper is the cancer.,1,0.6057,0,1.0,0,0.7971,1,1.0,0,1.0
And they can start with not listening to your sour attitude in your post. You don't like what men are doing..? TOO BAD FOR YOU..!,1,0.6055,0,0.6072,0,0.6072,1,0.6055,0,0.6072
you are a closet idiot,1,0.9593,1,0.8404,1,0.7236,1,0.9202,0,0.8458
I guess the Liberal left did not like the Maude Barlow post... tough She is a fool with followers like many here today!,1,0.8088,1,0.6034,0,0.6024,0,0.6048,0,0.6166
"'Saturn, if you truly believe that, you don't understand the issues in the broader context.'Or the rest of the story, in that the university is the one that stirred it up with its incompetent response.",1,0.813,1,0.621,1,0.621,0,0.6093,0,1.0
"Maybe ""you"" do, but I don't and my friends and family don't. If you want to fry your brain, go for it, but don't take the whole country down with you.",1,1.0,1,0.8170000000000001,1,0.8170000000000001,0,0.6012,0,0.8055
"So, Zimmerman wasn't left unconscious in the rain and Martin is dead. What's your point? Did the kid die for the sake of a 'what if?'. Man, you sound really bitter.",1,0.6066,1,0.6083,1,0.6066,1,0.6066,0,1.0
Liberalism: the application of unworkable solutions to imaginary problems. Fits like a glove!,1,0.6001,0,0.6023,0,0.6023,0,1.0,1,0.6001
"Canada is a cesspool, used to be the nicest country on earth, now it is a cesspool of 3rd world immigrants and parasite politicians that have sold Canadians out to keep power. This place is SH.",1,0.61,0,1.0,0,1.0,0,0.7917,0,0.8087
Publishing garbage because it is free.,1,0.6001,0,0.6135,0,0.6181,0,0.62,0,0.8058
Now I understand why you support Trump so fervently. You are incapable of logical or rational thought.,1,0.7454,0,0.7513,0,0.7513,1,0.7454,0,1.0
Bury your head in the sand...,1,0.7982,1,1.0,1,1.0,1,1.0,0,0.6096
Obama is lazy,1,0.8051,1,0.8087,1,1.0,0,0.6003,0,0.8051
"@showmecanuck Note: A cancer patient gets a thumbs down hereabouts - without explanation. Or is that just another ""alarmist Chicken Little"" contribution in your childish parlance.",1,0.8003,1,0.6049,0,0.7969,1,0.8003,1,0.6033
Ron....you merntion brainwashing... the more you post the more it seems your brain is still drying on the clothes line,1,0.7886,1,1.0,0,0.605,0,0.605,0,0.6083
I recall Iggy's eloquent dialogue about how the Liberals are like Puffins who clean up after themselves by burying their skat. Harper's pooping puffin hate ad will go down in history along with the Liberals soldiers in the streets classic.,1,0.6162,0,0.6279,0,0.7553,0,0.6257,0,0.7553
Your writing style (as it is) leaves much to be desired.,1,0.8153,1,0.8153,0,0.7966,0,0.6027,0,1.0
You've correctly highlighted one of the most stupid comments in the article. Anything that is taught was research at some point in time.,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0
"Dusty; C'mon, be honest, you could not do your taxes before, quit blaming the math programs. A not-too-bright comment, no doubt by a not-too-bright Canadian.",1,0.6688,1,0.8426,1,0.6688,0,0.6539,0,0.6512
"Yeah, well - this is the guy who thinks porn is victimless.",1,0.6079,1,0.603,1,0.8121,0,0.8055,0,0.6079
"Go fly a kite, Khan.",1,0.7872,0,0.6025,1,1.0,1,0.7872,0,0.8117
"Harper never behaved in this childish, physical manner.",1,0.6032,0,0.7916,0,0.6032,0,0.7936,0,1.0
That would be an insult to the dinosaurs. They are magnificent. Jim Prentice is not!,1,0.6041,0,0.8025,0,0.8022,1,0.6041,1,0.6041
"Say what, gun haters lying. Say it is not so!",1,0.6114,0,1.0,0,0.7918,0,0.7873,1,0.6265
"American pols use culture as wedge issues to divide, raise money, and stay in power. That's what culture wars means. The whole piece is a descriptor of how that is occurring (mostly among the Dems).Deal with it..",1,0.6005,0,0.8056,0,0.8056,0,0.8008,0,1.0
"Interesting reasoning. No doubt you feel we should apply it in cases of human suffering as well. When disasters strike, when famines hit, when wars are afoot... if there's too many victims to treat them all humanely, we should euthanize them. Right?",1,0.6057,1,1.0,1,0.7918,0,0.6025,1,0.8057
The layman would call Fords bullies and professional psychopaths (as sociopaths are smart). Never trust stupid aggressive man as they are dangerous beyond imagination.,1,1.0,0,0.8035,0,1.0,1,0.8029999999999999,0,1.0
you people seriously need help . You are all pathetic......,1,1.0,1,0.9194,1,0.8382,1,0.8433,0,0.8811
Silly stupidperson! I bite my thumb in your general direction. Your father was a meter maid and your mother a toilet brush.,1,0.8023,1,1.0,1,1.0,1,0.8023,0,1.0
Oh Mel! You're so entertaining. And these fools hang on to every word you say. Hilarious!,1,0.6001,1,0.6001,0,0.6024,0,0.6024,1,0.6094
"They're Con trolls, SR. Start distinguishing.",1,0.6156,0,0.7846,0,0.7846,0,1.0,0,1.0
Perhaps if you opened your eyes...,1,0.6116,1,0.8019,1,0.7909999999999999,0,0.7954,0,1.0
"Rob The Cons have a 5% advantage straight off because they their supporters get out and vote, unlike the Lefty supporters that sit at home and watch TV.",1,0.6081,0,1.0,0,0.8039,0,1.0,0,1.0
"Yeah I know, the government just rounded me up to my work camp today! they're making me give up all my belongings to a family of religious extremeist child rapests who immigrated from Mexistan... ohh wait nevermind, that didn't happen",1,0.6046,1,0.6046,0,0.7985,0,0.8007,1,0.8116
... or a corrupt establishment politicians feathering her nest... and a naive billionaire who thinks he can beat the system .... so pa thetic ...,1,0.7715,0,0.6079,0,1.0,0,0.6206,0,1.0
Germany elected a quantum physicist... and became the trash can of the world.,1,0.8016,0,0.7816,0,0.7927,1,0.8016,0,1.0
Hey kid (savetheplanet) time to grow up.,1,0.8122,1,1.0,1,0.8122,0,0.6129,0,1.0
traitor....now you have given the North Koreans the Platform edge... on the Conservatives... what's next ...Froggy....Ideologue for Cons..,1,0.8084,0,0.804,0,0.804,1,0.6007,0,0.6124
You are being really fucking nasty about this,1,0.7551,0,0.6802,0,0.6455,1,0.7174,0,0.9639
"you idiot, the ndp voted against, the libs for",1,0.8096,1,0.8096,1,0.6225,1,0.6225,0,1.0
"Shouldn't Traitor Trump be the most afraid, since he has openly invited an unfriendly foreign state to interfere in an American election?",1,0.8396,0,0.6711,0,0.8434,0,0.6691,0,0.6711
give it a rest people the story is toast find something better to talk about like the provincial liberals they should all be in jail,1,0.6019,0,1.0,0,0.7959,0,0.8038,0,1.0
"You can't spell, or write a sentence in English, but you can explain the intricacies of climate change. Sure, I take you seriously.",1,0.7923,1,1.0,1,1.0,1,0.614,1,0.8216
"Swing and a miss, Globe. There's nothing wrong with insisting on value for government spending, whether on small items or large. Or do the Globe's editorial writers think it's impossible to walk and chew gum at the same time?",1,0.6173,0,0.8029,0,1.0,1,0.6173,1,0.6173
"You are right. Everyone in Canada now speaks Mandarin, and we have a communist dictatorship. You should leave now! Trumpville is calling...",1,0.6013,1,0.6045,1,0.815,0,0.8038,1,0.815
"LMAO, you're using the wild west to educate yourself. You truly are naive.",1,0.8069,1,0.9629,1,0.7606,1,0.608,0,0.6883
Precisely. You make no sense.,1,0.8073,1,1.0,1,0.8063,1,0.6137,0,0.8026
Don't bother just tom. Mouth breather won't get it.,1,1.0,1,0.8069,1,0.6029,0,0.8128,0,1.0
"Your describe Hillary as obese, but Trump is likely about 75 lbs overweight. Have you ever seen pictures of how slim Trump was in his 20s and 30s.",1,0.6225,0,0.8185,0,0.8185,0,0.7925,0,1.0
It looks like Canadians are the ones 'fascinated' by this case. Your media can't stop covering it. And you ignoramuses can't stop commenting about it.Face it. You have a problem.,1,0.8005,1,0.7973,0,0.8086,1,0.8005,0,0.8086
wow you are a fool,1,0.9225,1,0.96,1,0.8437,1,0.8785,0,0.8072
The Globe has a great stable of professional liars. Kendzior is not so great.,1,0.8305,0,0.6686,0,1.0,1,0.6832,0,0.8276
his deep dive is his head up his anal cavity,1,0.7986,0,0.6069,1,0.6041,1,0.6041,0,1.0
"Those damn Liberals .CONS are responsible for absolutely nothing. Mr. Harper is SO HELPLESS during 8 years in power because of those D? LIEBERALS. As a now anti Con, I THANK YOU for RECOGNIZING HOW WEAK mr. harper/baird truly are",1,0.8075,1,0.8075,1,0.6119,1,1.0,0,1.0
Adolescent sloganeering is all the left is good for. Hit the streets with your pink Mohawks and let the adults handle the serious issues.,1,0.8061,1,0.8061,1,0.8061,1,0.6046,0,0.6109
oh please. Go back under your rock.,1,0.8069,0,0.6035,1,0.8069,1,0.6004,0,1.0
Terry Fox? You're an idiot.,1,1.0,1,0.6073,1,0.7988,1,1.0,0,1.0
"You got yourself all worked up over useless jocks? Get a life, pally!",1,1.0,1,1.0,1,0.6051,1,0.8027,0,0.8002
"Yeah... nothing like a smarmy, socialist, high school drop out who couldn't handle the intellectualism of grade 10 running the show...",1,0.8041,1,0.8041,1,0.8041,1,0.6091,1,0.8041
Distorting a message as you do shows your immaturity. See a shrink!,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0
Everyone with a brain knows why. That obviously excludes Harper supporters.,1,0.6001,0,0.6023,0,0.6023,1,0.6001,0,0.8078
You do not rep Canada at all.But your delusion is no surprise. Go walk a dog or something,1,1.0,1,0.9487,1,0.9487,1,0.8497,1,0.7497
"How many times have you heard cons accuse someone of being a racist, homophobe, bigot, sexist, xenophobe, redneck? Leftists do it ALL the time.",1,1.0,0,0.613,0,0.613,1,0.6036,0,0.7986
But I see you drooling LPC sheep got here first.,1,0.8114,1,0.6006,0,0.8035,1,0.6054,0,0.615
Maybe you better keep a close eye on the nuclear subs sitting off the coast of Canada and the US. So who should take who out? Idiots who propose WW3 as you do should hopefully be the first in line to go. Maybe on the end of the A-8.,1,1.0,1,0.778,1,0.778,1,1.0,0,0.7981
The citizens that voted weren't the 'DUMB' ones it's the 'citizens' who didn't vote that are dumb as heck.,1,0.8096,0,0.6013,0,0.7959999999999999,0,0.6013,0,0.8053
"I guess Conservatives everywhere are the party of hatred, sexism, xenophobia and bigotry. I don't mean to say that all Conservatives are this way, but clearly many who do think this way find a comfortable home within a Conservative party.",1,0.7903,0,0.6014,0,0.8079999999999999,1,0.7903,0,0.8079999999999999
Nothing smacks of pretension like a left-wing wannabe writer. Do you wear round glasses and have elbow patches on your corduroy jacket?,1,0.8325,1,1.0,0,0.6751,1,1.0,1,0.8399
"FYI, it's Ms and too bad for you.",0,0.6048,1,0.7812,0,0.6028,0,0.8236,0,0.7812
Please don't be here all week.,0,0.6029,1,0.6101,0,0.8028,0,0.7996,0,0.8033
"Don't let the door hit you on the way out. Say, Boogey, you'd have a better chance of becoming 1st class if you had basic literacy skills. Why don't you start with Russian?",1,1.0,1,0.7977,1,0.7977,1,0.8068,1,0.8032
Complete hogwash and a real disappointment coming from a former Statistician.,1,0.8143,1,0.616,1,0.616,1,0.8143,0,0.8143
"Of course the CBC sensationalized this story. Otherwise, they would have had a promo that said 'Tonight, on the CBC, we have a non-story, about a non-issue, that frankly isn't worth your time watching. More at 10.'",0,0.7948,1,0.6052,0,0.7948,0,0.8041,1,0.6052
"So, in short, you got nothing. But you won't let that stop you from saying it.",0,0.6261,1,0.7926,0,0.8023,0,0.8239,0,1.0
"Surprising just how many people have not clued into the fact this is nothing more than a tax grab under the veil of climate change. Poor execution, as we would expect from Junior.",0,0.7996,1,0.6106,0,1.0,0,0.6024,0,0.7996
"That's all baloney nicky/truthhurts/retiree. You have no proof for any of that. You also need to watch your mouth with the insults. Oh, and try going back to public school to see if you can finish this time.",1,0.9635,1,1.0,1,0.8392,1,0.8839,0,0.8027
"and she is 'negotiating' with the Chinese? wow,such a deal...",0,1.0,1,0.6032,0,1.0,0,1.0,1,1.0
The NDPs election results were a flash in a pan. They are back to stupid policy and we are back to voting for someone else.,0,1.0,1,0.6099,0,0.8041,0,1.0,0,1.0
stay on topic voof,1,0.6176,1,0.8073,1,0.6176,1,0.6176,0,1.0
I think that most things are complex for him,0,0.8053,1,0.6029,0,0.7975,0,0.8053,0,1.0
Not paranoid. Just out of touch with political reality.,0,0.6011,1,0.6034,0,0.8001,0,0.8009999999999999,0,1.0
"Bloggins, who pays you to spew such rubbish. You come across as a fool.",1,0.9196,1,0.9246,1,0.8083,1,0.6033,0,0.8009
"So your logic for saying it ISN'T xenophobia is by saying that by LOOKING at PICTURES of the terrorists, we can immediately draw conclusions that all single straight middle-eastern men are terrorists? Good luck with that.",0,0.601,1,0.8059,0,0.6042,0,1.0,1,0.6042
"What are you on, Art? Canada did maintain relations and investing with Cuba even at the displeasure of the USA. You have to know that.",0,0.8057,1,0.6095,0,0.7991,0,0.8057,0,0.7858
"Sure. Legalize it and tax it... so uh, the kids can't get it. Like they can't get at alcohol or porn or sex...",0,0.7942,1,0.6225,0,0.7942,0,0.7942,1,1.0
Precocious doesn't mean what you think it does. Look it up.,0,0.8007,1,0.8828,0,0.8064,0,0.923,0,0.8834
"So, Wente comes from Michigan, so I guess that makes her an expert on Detroit, right? Puh-leeze. Stop trying to shoehorn your pathetic and superficial analysis of a complex, tragic story you know precious little about, okay, Wente?",0,0.6035,1,1.0,1,0.7874,0,0.6035,1,0.8081
You may want to re-read the article and comment on the topic.,0,0.82,1,1.0,0,1.0,0,0.82,0,0.7981
Yeah all cops strive for the day they can shoot and kill somebody! You really have no idea.....,0,0.8361,1,0.6825,0,0.6668,0,0.8506,1,1.0
Oh yes More Gun control is the answer right? I know we forgot that the Gun drove itself to the scene and met the shooter there.,0,0.6752,1,0.6508,0,0.6314,0,0.8778,1,1.0
Millions are starving even with fossil fuels... what's your point?,0,0.6025,1,0.6102,0,0.6025,0,0.6025,0,1.0
"You're kidding right? The coal industry has been laying off coal miners for years. When they switched to mountain top removal and open pits, they laid off the majority of the miners.",0,0.6172,1,0.6046,0,0.8073,0,1.0,0,1.0
"In an ideal world, that would be a lovely solution. But Syria is hell on earth now. Are you personally going to take on ISIS ?",0,0.6004,1,0.6037,0,0.7905,0,0.7905,1,0.7872
Spineless. Wimpy. Where's my thesaurus when I need it..........,0,0.6081,1,0.6033,0,0.6081,0,0.6081,1,0.8034
And we should care.....why?,0,0.7904,1,1.0,1,0.7997,0,1.0,1,0.6117
how is this relevant?,0,0.8052,1,0.8217,0,0.8052,0,1.0,0,0.8052
The man is petty when it comes to Ontario. He tried lecturing us. And how long did he purposefully avoid meeting our Premier?,0,1.0,1,0.6023,0,1.0,0,1.0,0,1.0
"You remark about Jeffrey not being a good Canadian, and then you proceed to not spell it 'licence'.",1,0.6112,1,0.6112,0,0.6076,0,0.7978,0,1.0
Please don't tell me you think any Quebec government has ever 'taken on the unions' . That statement is laughably incorrect.,0,0.6127,1,1.0,0,0.6127,0,0.8056,0,0.6173
"You don't understand how national economies work. That is a huge problem in Canada; the ignorance of so many voters. Could you please all read a couple of books, and stop getting your information from rightwing blogs?",0,0.7925,1,1.0,0,0.7925,0,0.7925,0,0.6053
It is the first time I have ever read 'overly medicated' or 'lobotomized' to be 'statesmanlike'.,0,1.0,1,0.6083,0,1.0,0,1.0,0,0.6113
"You are part of the problem, not part of the solution.",0,1.0,1,0.6162,1,0.6162,0,0.8132,0,1.0
Because the rate of inflation is slowing down wouldn't mean that inflation has stopped. Learn logic.,0,1.0,1,0.8108,0,1.0,0,1.0,0,0.8113
Another person who does not believe in earning your place in life. How sadly pathetic.,1,1.0,1,0.614,1,0.8005,0,0.8115,0,1.0
I have Ericka on ignore. She is a total waste of electrons.,1,0.8013,1,0.6027,1,0.8013,0,0.7917,0,0.8087
You must be pretty young to think that those that lost the last federal election did not believe in stimuli. It just shows your level of knowledge on the subject.,1,0.7883,1,1.0,1,0.6275,0,0.6004,0,0.7944
a lot of big words there professor. stick with your textbooks and living off the public dole.,0,0.6624,1,0.9264,0,0.6634,0,0.7368,0,0.7377
Pathetic political press.,0,0.6085,1,0.7891,1,0.6008,1,0.7891,0,0.7924
oh really? try learning what a cult is before making a sweeping statement like that.,0,0.6048,1,1.0,1,0.616,0,0.6048,0,0.7812
"I guess you're a city person. I've always had a pocket knife on me since I started school [to sharpen my quill pen]. It's just a tool, & so are you.",0,0.6068,1,0.6052,0,0.6068,0,0.8081,0,0.6208
"'With bigger majorities than any of his predecessors have seen.' Uh, that should read 'successors'. Darned Alberta education.",0,0.6155,1,0.799,0,0.6155,0,0.8143,1,0.8012
Patrick D'Aloisio aww! Are they making fun of your Imaginary Friend?,0,0.6442,1,1.0,0,0.8237,0,0.8168,0,0.7047
It's a shame that neither the dear professor or the globe editor took the time to learn what Dutch disease was before writing an article on it. Good alma mater you got there Steve.,0,1.0,1,0.6064,0,0.8048,0,1.0,0,0.6064
"You think your ""expertise"" is worth something? You uneducated rube! In the real world, what YOU think is exactly meaningless.",1,0.8741,1,0.8798,1,0.8382,1,0.9577,0,0.7243
Think again loid...,0,0.6007,1,0.8096,1,0.8096,0,0.6007,0,0.8096
"Do yourself a favor, turn off the computer and go for a walk.",1,0.8073,1,0.8073,1,0.7999,1,0.6087,0,0.7879999999999999
give it a rest. It is well documented and studied as to who and how these woman are meeting their demise. ramp up the insanity.,0,0.6128,1,0.6128,0,0.8105,0,1.0,0,0.6128
?Should the Canadian government screen potential immigrants for anti-Canadian values as part of its normal screening for refugees and landed immigrants??Duh ..... yeah.,0,0.7948,1,0.6016,0,0.7948,0,1.0,1,1.0
"Maybe you should inform yourself as to who did the hostage taking. Start by considering who locked out the teachers and refused to bargain, later doing so in bad faith.",0,1.0,1,0.6043,0,0.792,0,1.0,0,1.0
This should be pretty simple for you to understand...,0,0.6442,1,0.9496,0,0.8,0,0.8031,0,0.9038
Stupid and immature comment.,1,0.7942,1,0.7942,1,0.7942,1,0.7942,0,1.0
"The Southern strategy is accurately described in this article. You need to read up on your US political history, and stop posting nonsense.",0,0.6034,1,0.7931,1,1.0,0,0.8029,0,1.0
Get a better job if you want a liveable wage. Read an economics textbook idiot.,1,1.0,1,0.9346,0,0.7928,1,1.0,1,0.7928
I don't think you actually read the article.,0,0.6122,1,0.8088,0,1.0,0,0.815,0,1.0
"Yes, you do continue to live in a potted plant world where the sun don't shine.",1,0.7802,1,0.7802,1,0.7802,0,0.6318,1,1.0
"It's cheaper still to go the LIBRARY. Can you not read or are you being deliberately obtuse? Besides, you have posted elsewhere that people read on the internet now. Do you have a local used eBook store?",0,0.6031,1,1.0,0,0.6031,0,0.6031,1,0.7917
So let me get this straight ... AP is lying because the WaPo says so?Pot meet kettle.,0,1.0,1,0.6132,0,1.0,0,0.7886,1,1.0
"Citing things from 70 years ago, that were matters of national security and comparing them to political slush funds of today, does nothing to bolster your argument. I could eat a bowl of Alphabets cereal, and crap a better argument.",1,0.7883,1,0.8215,1,1.0,0,0.6004,1,0.6098
try following the news yourself and actually following what he says and does.,0,0.8031,1,0.8109999999999999,0,0.8031,0,1.0,0,0.7802
"Obviously you aren't ready either Kevka. If you were, you might have said something relevant to this thread instead of a simple, meaningless and sloganeering hashtag.#KevkaJustNotReady",0,0.6021,1,1.0,0,0.6021,0,0.7942,0,0.6006
"on the other hand right wing pundits as a general rule cannot be taken seriouslyThere, fixed that for you.",1,0.6001,1,0.6067,0,0.7799,0,0.8077,0,0.8058
"During the election, the CPC aired advertisements with the caption 'Just not ready'.I put that off to hyperbole ... but wow ... they were spot on.I have never seen a group of such inept amateurs more interested in the 'self' governing this country.",0,0.8064,1,0.6148,0,0.8064,0,1.0,0,0.6006
What's the difference between your comments about Muslim refugees and Charlotte Whitton's views of Jewish refugees in 1939? Well done for exposing your true nature and lack of any Canadian values or characteristics.,0,0.6076,1,0.6111,0,0.6076,0,1.0,1,0.6111
"Chee, everyone else gets it",0,0.7554,1,0.7523,0,0.7554,0,0.7554,0,1.0
"Keith D LaRiviere are you referring to the trillion dollar give away, please sit down and read",0,0.7178,1,0.7766,0,0.6709999999999999,0,0.8617,0,0.9043
Beans cause gastric gas... so does your post!,0,0.6079,1,1.0,0,0.6079,0,0.8073,1,1.0
Your premise starts to fall apart when you consider that the Queen is also the 'Supreme Governor of the Church of England'.,0,0.787,1,0.6062,0,0.6013,0,0.787,0,1.0
What a scurrilous attack. You should be ashamed of yourself.,0,0.6093,1,0.6062,1,0.6062,0,0.6093,0,1.0
You don't understand ad hominem plainly or you wouldn't admit it.,0,0.8082,1,0.8058,1,0.7876,0,1.0,0,1.0
Reading the whole article would have helped.,0,1.0,1,0.6096,0,0.6023,0,1.0,0,0.7879999999999999
Apparantly you geniouses missed my first sentence. The officer was clearly in the wrong here. I said that already. That doesn't make right what sammy was doing that got everyone into this mess.,0,0.7928,1,1.0,0,0.6038,0,1.0,1,1.0
'Pig in the poke' Obama is wallowing in his sty.,1,1.0,1,0.6038,1,0.6038,1,0.8051,1,0.6011
you are a literal retard,1,1.0,1,0.9599,1,0.7968,1,0.885,0,0.8383
"The Health Minister? That means jack squat. Trudeau also said FATCA was an assault on our sovereignty (it is), and now he loves it. Same for Brison and Goodale. Maybe they've lied so much they can't remember.",0,0.6114,1,0.6233,0,0.7997,1,0.8034,1,1.0
Harper will be played by some dolt.,1,0.7942,1,0.7942,1,0.6086,1,0.7942,0,0.8144
"Get right on that case, Inspector Clouseau.",0,0.8313,1,0.6839,0,0.6534,0,1.0,1,0.8459
Speaking of morons you fit the bill.,1,0.9201,1,0.8071,1,0.8489,1,0.9227,0,0.8451
GOOD TO SEE GARY MASON OFF THE BC POLITICS FILE and back talking about a sports related topic that he can handle...,0,1.0,1,0.6039,0,1.0,0,1.0,0,1.0
"You should put Trudeau's speech on your youtube, so you know what he actually said.",0,0.8066,1,0.6136,0,0.8066,0,0.8066,0,0.8075
"Looks like you're a self-hating old stock Canadian. Your family is old stock, it's nothing to be ashamed of, and it's no more divisive than 'newcomer' which is word we use all the time.",0,0.6219,1,0.6187,0,0.8016,0,0.6219,0,1.0
'me and my husband'? i recommend that she and her husband pick up a copy of Fowler's Modern English Usage before she applies for a position as a judge.,0,0.8121,1,0.8044,0,1.0,0,0.8121,1,0.6006
"What a ridiculous 'endorsement', if you can call it that. Weasel words. You should be embarrassed.",0,0.6032,1,0.6083,0,0.8033,0,0.6032,0,1.0
Lining up for your Guaranteed Annual Income any time soon?,0,0.7905,1,0.6037,0,1.0,0,0.7905,1,0.6037
Before posting try to keep up with the debate. We are talking about face coverings!,0,0.6047,1,0.7958,0,0.7975,0,0.6047,0,1.0
Talk about completely missing the point.,0,1.0,1,0.7982,0,0.6117,0,1.0,0,0.8029
"You're in denial, keller.",0,0.6021,1,0.6197,1,0.6197,0,1.0,0,1.0
It's so cute the way climate change deniers are desperately trying to re-frame themselves as defenders of the global poor. But it's not workin' for ya.,1,0.6199,1,0.6199,1,0.6199,0,0.8016,1,0.6199
Donald Trump twitter followers - 17.4 millionElizabeth Renzatti twitter followers -8000 (most / all of them in the GTA)Elizabeth - you're an irrelevant GTA Liberal whiner.,1,0.7906,1,0.7906,1,0.7906,0,0.6019,0,1.0
Politics is a full contact sport. Attacks have nothing to do with sex. Get used to it.,0,0.607,1,0.8061,1,0.6004,0,0.607,0,0.607
You should try to understand the history of your adopted country. This is far from a watershed moment.,0,0.6004,1,0.6162,0,0.6004,0,0.8127,0,0.8127
Perhaps you should actually read some information on the weather and you will find extreme weather recently is below average within historical norms... But why let facts get in the way?,0,1.0,1,0.8103,0,0.8082,0,1.0,0,0.6007
"roach Try to stay on the topic. If it's good enough for the pot, you can't leave the kettle out of the discussion or you end up looking like a fool.",0,0.616,1,0.616,0,1.0,0,0.8142,0,0.8142
He actually compared canada's record with china'sOne would think the press would challenge him on that point... He has lost all credibility at that moment. He really has no clue,0,1.0,1,0.8067,0,0.7947,0,1.0,0,1.0
"Every single sentence a blatant lie. Good work, Peter1410.",1,0.6726,1,1.0,1,1.0,1,0.6726,1,0.8226
"Ravensbud. YOU DON""T HAVE TO GO TO THE CEREMONY. The oath is taken when you fill out the paperwork. Seeing somebody's lips moving is absolutely ridiculous.",0,1.0,1,0.6007,0,0.7936,0,1.0,0,0.8035
Someone needs to let him know.... it's the 21st century.,0,0.8044,1,0.6164,0,1.0,0,1.0,1,0.6083
"The sad part is that the ads are aimed at the stupidest Canadians, those too dumb to think for themselves, so they need Harper to tell them how to think. Fortunately over seventy percent of Canadians are smart enough not to fall for it.",1,0.8468,1,0.8723,0,0.8695,1,0.7163,0,0.8723
Even more skill throwing money at advertising non-existent projects like the Conservatives ?,1,0.614,1,0.8114,0,0.7973,0,1.0,0,0.6113
"Art: Your argument is specious. US private health care is the most costly in the OECD. What we have is not perfect; and can be improved, but to suggest a 'free market' is lame.",0,0.8140000000000001,1,0.6211,0,0.7866,0,0.8140000000000001,0,1.0
Funny how Liberals think that the 39.5% of he electorate that voted for Junior is a Landslide....,0,0.6063,1,0.8069,0,0.6063,0,0.8128,1,0.6029
And you think Verizon will make this better? Hahahahahahahaha!Good luck with that!,0,0.7964,1,1.0,1,0.8028,0,0.7964,0,1.0
I assume it would have taken them too much time to figure out Justice Nadon worked in the Federal Court of Appeal for Quebec which is the crux of the issue here. Nice try at deflection though.,0,0.7928,1,0.8148,0,0.7928,0,1.0,0,0.6029
Deficit spending is NOT the cure for low productivity. The Liberal government is peddling a fiction.,0,1.0,1,0.616,0,0.7985,0,1.0,0,1.0
The number of fatal injuries has been going up which the author states and your graphic shows. Might help to read what you use as evidence before you post.,0,0.7835,1,0.6166,0,0.7835,0,1.0,0,0.8048
Huh? Thomas are you truly that naive?,0,0.6104,1,0.7914,0,0.6083,0,0.8164,0,1.0
"It doesn't help me either, but it's not all about me. Do you understand how a society should work, matt calgary?",0,0.8109,1,1.0,0,1.0,0,1.0,0,0.7926
"Thumbs down because I cannot take Miley Rae Cyrus seriously after all this, and I'm not even willing to try. She's tacky and not worth the effort. I'm sure she'll do just fine without my support.",0,1.0,1,0.6166,0,0.8035,0,1.0,0,1.0
"I'm sorry, but have you actually spoken to any real, live women on the subject?",1,0.6075,1,0.6058,1,0.6075,0,1.0,1,0.8064
It appears we didn't read the same article. You need to get a grip.,0,0.8066,1,0.8075,1,0.8075,0,0.8066,0,0.7939
So your logic is 'we have trading relationships with a human rights abusers so we should continue to sell them what they want.' Wow.,0,0.7947,1,0.6065,0,0.7978,0,0.8009999999999999,1,1.0
Go straight to your room!,0,1.0,1,0.602,1,0.6008,0,1.0,0,1.0
"I'm chuckling already, just thinking about the upcoming winters - when I'll be warm as toast with my wood stove while all the GTA Liberals will be freezing or going broke because of the green energy they voted for. :)))",1,0.6223,1,0.6223,0,0.7829,0,0.8104,0,1.0
"Oh, do please tell us (with proof) that she has done anything which would land her in the big house?",0,1.0,1,0.7581,0,0.7593,0,1.0,0,0.7593
WHAAAAAAAAAAAAAAAAAAAAAAAAAAAAA!!!!!!!!!'Stephen Harper doesn't like us after we lie about him every day!'Time for an All You Can Eat Hunger Strike!,0,0.6582,1,0.8231,0,0.6716,0,1.0,1,0.8365
"Yup all those Wall Street tycoons, dyed in the wool leftists. Some times I wonder how certain people figure out at how to use a keyboard.",1,0.6803,1,0.8306,1,0.6585,1,0.6803,1,0.6598
