comment,antagonize,antagonize:confidence,condescending,condescending:confidence,dismissive,dismissive:confidence,hostile,hostile:confidence,sarcastic,sarcastic:confidence
Maybe fools like you shouldn't have supported Bush-Cheney's criminal War on Iraq.,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0
"Dieudonn? = not an anti-Semite!! Oh wait, very much so -- honestly, trying to find the ulterior meaning / rationale behind the bigotry. Not there. #JeSuisAPlank#Loser",1,0.5827,0,0.6169,0,0.6026,1,0.5827,0,0.6026
"Well now that oil prices are down, he should probably just prorogue parliament. The Christmas break can't come soon enough, eh Harpo?!",1,0.6051,0,0.5998,0,1.0,0,1.0,1,0.8081
"Why all this talk about bombing. According to the latest jobs statistics, Trudeau Lite just created 36,000 new bums here in lotus land. Enough already..",1,0.603,1,0.603,0,0.612,0,0.5839,1,0.603
Tell yourself that if it helps you sleep at night. Comrade Notley and her communist horde will be reduced to a few seats in Redmonton in the next election.,1,0.8114,1,0.6006,0,0.5927,1,0.6054,1,0.5911
Paid by Soros? What are you smoking?,1,0.5856,1,0.5875,1,0.607,1,0.5856,1,0.8027
right. because hiring tons of republicans with fraud records equates 'less flashy',1,0.585,0,0.615,1,0.5905,1,0.585,1,0.5942
@skybot Yet you read and commented on the article. Not have anything better to do with your time?,1,0.79,1,0.79,1,0.613,0,0.5956,0,0.5875
Ohhh I thought you were gonna say he pulls out his gun!!!! Because the brains are insufficient to make a counter argument....,1,0.5919,1,0.8031,0,0.6097,0,0.8031,1,0.7985
"Return them to their families? Sometimes, you really don't think your posts through all the way.",1,0.5784,1,0.5784,0,0.6081,0,1.0,0,0.8135
You mean like the Liberals when they choose not to get rid of GST? Or rip up NAFTA? Or being the only party to turn hundreds of thousands of people into criminals over night? You mean that kind of dictatorship?,1,0.6008,0,0.8068,0,0.7982,0,1.0,1,0.5924
"'it is a misnomer to categorize the two recent events in Canada as 'terrorism'.'================================Doug88888, just a suggestion. Buy a dictionary. Look up the word 'terrorism', and then delete your post.",1,0.7926,1,1.0,1,1.0,0,0.6059,1,0.597
"Are you read to go Trump and execute their families too? Uncles, nephews, and maybe their neighbours just to be sure?",1,0.794,0,0.6203,0,0.6203,0,0.5857,1,0.6155
and if he sent a battle group and a few squadrons you boners would all be screaming warmonger... bunch of phonies,1,0.9198,0,0.7192,0,0.8056,1,0.8161,0,0.9649
Spare everyone your drivel you rambling fool. Your chance to work toward prosperity was not stolen. You're just too stupid and/or lazy.,1,0.6048,0,0.596,1,0.6048,1,0.6048,0,1.0
"Rob, first of all, Steven Harper wasn't tossed aside in an election, he was tossed aside in a high school popularity contest. Big difference. Secondly, you should get some help. The anger in your writing indicates a problem.",1,1.0,1,0.8517,1,0.578,1,0.7114,0,0.8701
"The old broom closet vet abuser is laughable, a well known idiot around the globe.",1,0.8061,1,1.0,1,0.5797,1,0.6,0,0.5934
"The Hillary campaign is terrible at name calling.. All Trumps supporters are deplorable and irredeemable and Bernie's supporters are all basement dwellers.. She has names for everyone. I wonder what she calls her own supporters? Suckers, I guess.",1,0.6956,1,0.6956,0,0.7143,1,0.6956,0,1.0
"US A, is there a war raging in your head? There are chemicals to help you.",1,0.8156,1,0.7967,1,0.5864,1,0.8156,1,0.5864
Cool! Ad nauseam to the point of fanaticism.,1,0.5867,0,1.0,0,1.0,1,0.5867,0,0.6032
"IdeologyIsForLosers is a loser with an anti-intellectual bias against Albertans, which is his ideology.",1,0.7992,0,0.5893,0,0.7967,1,0.5918,0,1.0
"Silvershelf aka Tom Smarty Pants - Talk about over-killing an opinion. Like most Liberal progressives, you like to dish it out but you can't take it. Cheers.",1,0.7896,1,0.8129,0,0.5924,1,0.5849,0,0.8129
Yet you drool over Simpson and Lawrence opinion pieces that are not objective and massively bias against Harper. Why is that?,1,0.5919,0,0.8117,0,0.8117,0,0.8072,0,0.5919
"Men MUST use condoms if they don't want a baby. That's taxed. ---------------------- So MUST women. I guess men could just get a vasectomy. That's a tax WRITE OFF. You're very juvenile, as well as misogynist, DustyPixie.",1,0.6157,1,0.6026,0,0.5879,1,0.6157,0,0.5944
"Levae the man alone, go find some other rock to suck on",1,0.5985,1,0.7927,0,0.5870000000000001,1,1.0,0,0.5985
Another anti-Harper diatribe from a known liberal/left commentator!,1,0.8492,1,0.8492,0,0.562,1,0.5579,0,0.5825
"If SCIENCE cant' be certain, YOU 'believers' certainly can't be 'certain'.Believe all you like but you may NOT tell my kids science 'believes' as much as YOU do. Now who's the fear mongering neocon?",1,0.5771,0,0.6217,0,0.6,0,0.6217,0,0.7988
. . . bite it @dave . . . he was 10x the person that you will ever be.What have YOU done lately . . . besides whine? At least that 'demagogue and bully' stood up and made his mark in history.,1,0.8068,0,0.5845,0,0.6039,0,0.6039,0,1.0
I'm not completely sure but I think you may be a contender for the most propaganda spewed within a single news article comment section. Congratulations.,1,0.5983,1,0.6053,0,0.6049,1,0.5983,1,1.0
"'Albertans are afraid of the rest of Canada...'Pardon?Having seen an influx of 1 million people from the 'rest of Canada' in just over 15 years, that statement reeks of anti-Alberta bigotry. And so do you.",1,0.6243,0,0.787,0,1.0,0,0.787,0,1.0
"Sort of like how all those Red, anti-Obama staes who whine about the oppresive ature of the federal government are the largest recipiants of federal funds every time the economy goes belly up.",1,0.5979,0,0.7996,0,0.7996,0,0.594,0,1.0
"Boy, are you desperate for a scandal. Those charges sound fairly tame compared to Bev Oda's wild and crazy times.",1,0.5792,1,0.6033,0,0.607,0,0.607,0,1.0
"Hawaiians hate whites, have you ever been to Hawaii the natives will literally shit in your face and spit in your food- nobody batts an eye. The open racism towards white people is on another level. Just don’t talk back to the natives and you’ll be fine; otherwise, you’ll leave the island with two black eyes and no one will care not even the cops.",1,0.7556,0,0.6065,0,0.6828,1,0.7228,0,0.8420000000000001
You are a re-take on the movie 'I'm All Right Jack.',1,0.5153,1,0.5153,1,0.5118,0,0.6517,0,0.6579
"Ruth must be having one right now, because she's evidently lost her mind.",1,0.5983,0,0.597,0,0.597,1,0.5983,0,0.597
"Hahaha and you buy that crap? The list of leaders that can make the kind of changes you suggest is non-existent. Whether is was Kennedy, PET or Obama, charismatic leaders have never lived up to their expectations. Prepare to be disappointed.",1,0.5902,1,0.8085,0,0.612,0,0.6228,0,0.787
Reform tin foil hat wingnuts that ruled during the lost decade are not Conservatives. Quit insulting real Conservatives who support our current PM on climate change issues!,1,0.61,0,0.5897,0,0.8019,1,0.61,0,0.7909999999999999
Harper. That's the idiot.,1,0.6029,1,0.6004,1,0.8069,1,0.6004,0,0.8069
What a pitiful piece of nonsense. You represent the PC's of Canada who are the enemies of French-speaking Quebecers - contrary to what Jeffrey has suggested in his pitiful column.,1,0.7868,1,0.5751,1,0.5751,1,0.5885,0,1.0
"No, you've just demonstrated the 'God in the gap' fallacy: anything that is beyond your personal knowledge or comprehension must be 'God'. Apparently you could learn more from this episode with the coin...",1,0.5822,1,0.7271,0,0.8497,0,0.7197,0,0.703
Mr. Page is pompous bureaucrat. A perfect Liberal.,1,0.8071,1,0.7683,1,0.8084,1,0.8053,1,0.579
Actually you wont decide who lives in your city. Get over yourself.,1,0.5759,0,0.5869,1,0.5759,1,0.5759,0,1.0
Amen cm. surely an issue such as this needs better. Is this the best the g&m has? It's as if she has just rehashed ignorant posts she read on earlier g&m boards.,1,0.6074,1,0.5914,1,1.0,0,0.6041,0,1.0
"Well Loonie, he's either a liar or extremely incompetent on the refugee file for a starter. He is saying the opposite of what his ministers are saying regarding the failure to bring 25,000 refugees in before 2016.",1,0.5879,1,0.5879,0,0.7164,1,0.7326,0,0.7164
Every society hates women. It's true. We're doomed. As a whole.,1,0.7982,0,1.0,0,0.7904,0,0.6026,0,1.0
"Yo're stoned, MR? No great surprise there, I suppose.",1,0.8078,1,0.8078,1,0.8078,1,0.6073,1,0.617
good joband while we are it conservatives typically have lower IQs and should not be put in positions of authority,1,0.603,1,0.7917,0,0.7949,0,0.5878,0,1.0
don't like Canada and it's tradition and laws. Lots of other countries to move to and mooch off the social security teat.,1,0.6085,0,0.6018,1,0.6085,0,0.6018,0,0.5994
"Actually I did and they were jerks, to put it bluntly. However tell me you didn't cringe everytime the Minister of Democratic Reform opened her mouth.",1,0.6079,0,0.8063,0,0.5968,0,0.7952,0,1.0
"John, are you taking a break from your determined search for those WMDs in Iraq?",1,0.5183,1,0.6722,0,0.8288,0,0.6595,1,0.8381
"Oh yes, a fascist will solve all your problems. The depths of some people's insecurity...",1,0.5945,1,0.8129,0,0.5926,0,0.5926,1,0.8051
And I applaud your thorough misunderstanding of the situation.,1,0.6009,1,0.6009,0,0.5878,0,0.5878,1,0.7917
"So a former Secretary of State and Two-term Senator is, in your mind, worse than a clown with no understanding of how the Government works and what the Constitution says. That soesn't say much good about your thought processes.",1,0.5957,1,0.5941,1,0.5957,0,0.807,0,0.8039
Very well said. Let's hope Justin's hair and the brain cell of his handlers never get into power.,1,0.807,0,0.6036,0,0.6036,1,0.807,1,0.7932
Strawman attack. Stay on topic yellowwing.,1,0.5893,1,1.0,1,1.0,0,0.611,0,0.611
"DustyPixie, I did no such thing. Please: a) read, and b) think before you post comments insulting others.",1,0.5789,0,0.6141,1,0.5789,0,0.8118,0,1.0
"LOL, Even after 2 years now, you lefties still cling to what passes (to you) as math... What part of 'you lost the election, bigtime' don't you understand?",1,0.5881,1,0.802,0,0.6172,0,0.6046,0,0.8099
By all means! Lets elect the Liberals so we can get the old gang of sycophants and toadies back in power before they lose their touch.,1,0.6065,1,0.7979,0,1.0,0,0.5988,1,1.0
Media monkey!,1,0.6018,1,0.7969,1,0.5998,1,0.6033,0,0.8044
Europe is already very ugly.,1,0.6046,0,1.0,0,1.0,0,0.5956,0,1.0
OMG - just get over whatever neurosis is affecting you,1,0.7819,1,0.7981,1,0.579,1,0.7819,0,0.8091
"So, not only do you and your fellow shills want to rain a hail of invective down on people whose politics are different than yours, you think they should volunteer for it? Zealotry is warping your brains.",1,0.7953,1,0.7945,1,0.5898,1,0.7953,0,0.8069
Harper is the cancer.,1,0.6057,0,1.0,0,0.7971,1,1.0,0,1.0
Lame and desperate mooned. LAME ! Lol,1,0.6033,1,0.6139,1,0.8048,0,0.5875,0,0.792
A stupid collumn by a stupid Zionist collumnist ...shame ob G & M ...shame on Canada !,1,0.795,1,1.0,1,0.585,1,0.795,0,0.8139
And they can start with not listening to your sour attitude in your post. You don't like what men are doing..? TOO BAD FOR YOU..!,1,0.6055,0,0.6072,0,0.6072,1,0.6055,0,0.6072
you are a closet idiot,1,0.9593,1,0.8404,1,0.7236,1,0.9202,0,0.8458
I guess the Liberal left did not like the Maude Barlow post... tough She is a fool with followers like many here today!,1,0.8088,1,0.6034,0,0.6024,0,0.6048,0,0.6166
Hahaha! You can't get laid on your own merits!,1,0.5817,1,0.5817,1,0.5817,0,0.6153,0,0.6054
Did you like how he tried to hijack the ever popular 'politically correct' term to advance his idiotic and ineffective ideology?,1,0.5933,1,0.8082,1,0.8082,1,0.5933,0,0.8001
"'Saturn, if you truly believe that, you don't understand the issues in the broader context.'Or the rest of the story, in that the university is the one that stirred it up with its incompetent response.",1,0.813,1,0.621,1,0.621,0,0.6093,0,1.0
"Maybe ""you"" do, but I don't and my friends and family don't. If you want to fry your brain, go for it, but don't take the whole country down with you.",1,1.0,1,0.8170000000000001,1,0.8170000000000001,0,0.6012,0,0.8055
"@roguechumpStill supporting ANY Lieberal shows YOU are THE Problem inthis Country/Province!@JoeYou have to know, Lieberals love Shiny things. Much like 'Bling' to shine through their rose colored glasses.",1,0.6595,0,0.5038,0,0.674,1,0.6595,1,0.5009
"I much prefer the good old fashioned theft of the liberals - adscam -cough,cough.",1,0.5870000000000001,0,0.5987,0,0.5987,0,0.8143,1,0.625
Your attitude & ignorance are a root cause of terrorism. Uninformed hatred is often met by uninformed hatred,1,0.7986,1,0.7986,0,0.5924,1,0.6159,0,1.0
"Please continue living in your bucket, that is the best place for people whose eyes remain closed to other cultures.",1,0.7806,1,0.7842,1,0.8935,1,0.5432,1,0.5431
One might think a former Nortel employee working in the field of neurological imaging should be smart enough to realize that a transparently fake 'oh I hope this doesn't happen' would be no shield at all. But then stupidity comes in many forms.,1,1.0,1,0.5901,0,1.0,1,0.6148,0,1.0
Now! Now! Nothing can be as BAD as O-bummer-Care.QED.,1,0.5956,1,0.8037,0,0.5991,0,0.5991,1,0.6024
"So, Zimmerman wasn't left unconscious in the rain and Martin is dead. What's your point? Did the kid die for the sake of a 'what if?'. Man, you sound really bitter.",1,0.6066,1,0.6083,1,0.6066,1,0.6066,0,1.0
"Justice4AllTo answer your question, YES. In fact, IMO, there are 2 western leaders that should have already seen the front end of a firing squad.",1,0.5875,0,0.7166,0,0.7166,1,0.8613,0,1.0
"Mosha, Not so, they will do it because they don't deserve Harper's.When are you going to get out of limiting beliefs and into reality...?Hugs!",1,0.5893,1,0.5999,0,0.5997,0,1.0,0,0.8109999999999999
Thats a sexist stupid comment.,1,0.6099,0,0.5919,1,0.6252,0,0.8169,0,1.0
Canada1 is another Kremlin troll that posts agitprop on every Russia related article in the G&M.,1,0.5941,1,0.5941,0,0.6031,0,0.8101,0,1.0
C_Williams Actually conventions are part of the constitution . The constitution is made up of the written part and conventions . Who doesn't know that . I guess you .,1,0.7874,1,1.0,0,0.599,0,1.0,0,1.0
Does stupidity come naturally to you or do you practice?,1,0.5855,1,0.5855,0,1.0,1,0.5855,1,0.5855
"Nice trolling job. is that the new trick the PCs are trying 'I'm super liberal, but even I agree with this Harper decision.' Sounds a little desperate.",1,0.5898,1,0.8121,0,0.5945,0,0.7933,1,0.8048
habsp: Absolutely. These people (?) are buried up to their butts head first.,1,1.0,1,1.0,1,1.0,1,1.0,1,0.5915
Is this one of the trained seals now? Did your master tell you to post this? Ark ark!,1,0.5827,1,0.5827,0,0.6116,1,0.5827,1,0.5827
"Sorry, sneaky, didn't realize you didn't know how to use Google: ""The commitment needs to be a commitment to grow the economy and the budget will balance itself""",1,0.5739,1,0.5739,0,0.8029,0,0.6121,1,0.5739
"NF - I don't take selfies -- because I'm not a vapid, narcissistic cheeseball.",1,0.5992,1,0.7941,1,0.5992,1,0.5992,0,0.5992
"Of course it's okay, what do think pro sports is all about? Naive comment.",1,0.5965,1,1.0,1,0.8066,1,0.5965,1,0.6067
you must feel pretty stupid about now...........,1,1.0,1,0.5964,1,0.5966,1,1.0,0,0.8071
"Not sure if you're willfully blind to your attitude, or if you really don't know what condescension means.",1,0.6,1,0.7919,1,0.6,0,0.8031,1,0.595
Liberalism: the application of unworkable solutions to imaginary problems. Fits like a glove!,1,0.6001,0,0.6023,0,0.6023,0,1.0,1,0.6001
"Layla4 4 minutes agoTrudeau ended his career over nothing.-------------...HAHAHA,kind of early to be drinking eh,to which 'Wishful thinking is no longer a winning strategy' Cons... 2019 equals a much larger Liberal majority federally!...",1,0.5877,0,0.7977,0,0.5976,0,0.7977,1,0.5914
Please enlighten us on Mr. Trudeau's pro-Muslim agenda. You claim to know quite a lot about it.,1,0.5887,1,0.5887,0,0.805,0,0.805,1,0.5887
"Canada is a cesspool, used to be the nicest country on earth, now it is a cesspool of 3rd world immigrants and parasite politicians that have sold Canadians out to keep power. This place is SH.",1,0.61,0,1.0,0,1.0,0,0.7917,0,0.8087
CEO's are paid high wages as a result of taxpayer subsidies for their corporations. Oh....i see you forgot that.,1,0.5869,1,0.8092,0,0.6086,0,0.8045,1,0.7844
Publishing garbage because it is free.,1,0.6001,0,0.6135,0,0.6181,0,0.62,0,0.8058
Now I understand why you support Trump so fervently. You are incapable of logical or rational thought.,1,0.7454,0,0.7513,0,0.7513,1,0.7454,0,1.0
Bury your head in the sand...,1,0.7982,1,1.0,1,1.0,1,1.0,0,0.6096
"the PMO wrote nothing... Wright wrote a personal cheque - annotated 'senate expenses.......'liar, liar, pants of fire..........",1,0.598,0,0.8145,0,0.8145,1,0.5801,0,0.6058
"Imagine being against public lynchings and FOR courts, laws & justice! You old commie, Alceste. Remember when Ignatieff said 'A Canadian is a Canadian is a Canadian'. That's leadership.",1,0.5777,0,0.624,0,0.624,1,0.5777,0,0.624
"You can easily get an answer to Uber insurance question by checking the website, it's not so hard to fact check but alas most complainers prefer fantasy to reality.",1,0.6021,1,0.6021,0,1.0,0,0.5891,0,1.0
"Joey, You're rudeness is indicative of what stock you come from and how you've been educated. I'm a capitalist, LOL, and conservative, but you can't figure it out?",1,0.5858,1,0.8004,0,0.6088,0,0.6041,0,0.6155
You are free to leave and go to a backwards country that doesnt use fossil fuels any time since you feel so guilty.,1,0.6126,1,1.0,0,0.603,0,0.5801,0,1.0
Obama is lazy,1,0.8051,1,0.8087,1,1.0,0,0.6003,0,0.8051
You must be refering to the Republican anti-science hysteria. You did mention patients of the asylum.,1,0.5924,0,0.6053,0,0.7815,0,0.8239,1,0.5924
I never get tired of pointing out to the world what a classless troll z55man is. This paid troll is the quintessential vanguard of the Trump movement.,1,1.0,0,0.5723,0,0.7855,1,0.6106,0,0.8109999999999999
"Gee Vincent, all Detroit has to do is change its accounting procedures and it will be magically solvent again.",1,0.6279,0,0.5883,0,0.5883,0,0.7926,1,1.0
And you're an expert? What are your medical qualifications?? Did you even graduate from high school?,1,1.0,1,1.0,0,0.5824,1,1.0,1,0.5454
"Where do you think your heat and transport fuel comes from; the sky? If you don't need those, I guess you can make it without pipes, but only if you want oil railed in (lac Megantic II?)",1,0.6014,1,0.7905,1,0.5956,0,0.6061,1,0.8109
Kick Russia out and don't let the Chinese in... Don't trust either of them.,1,1.0,1,0.5881,0,0.6032,1,1.0,0,0.597
"OMG, a woman is offended. Everybody rush to protect her delicate sensibilities from the outside world.",1,0.579,0,0.6144,0,0.6144,0,0.6144,1,1.0
"you're welcome not to live in Quebec Keith, how about getting a life not spent pushing your religious privileges in everyone else's face?",1,0.5672,1,0.5672,1,0.5672,1,0.5672,0,0.8188
"@showmecanuck Note: A cancer patient gets a thumbs down hereabouts - without explanation. Or is that just another ""alarmist Chicken Little"" contribution in your childish parlance.",1,0.8003,1,0.6049,0,0.7969,1,0.8003,1,0.6033
Ron....you merntion brainwashing... the more you post the more it seems your brain is still drying on the clothes line,1,0.7886,1,1.0,0,0.605,0,0.605,0,0.6083
You know very well what I was alluding to? Why are you being a 'smartass' about it?,1,0.6047,0,0.5959,0,0.7947,0,1.0,0,0.8011
She's an empty shell... She has risen politically far beyond her abilties or intellect. She will be known as the 'Photo Op Premier' as a short footnote in BC political history.,1,0.5015,0,0.7561,0,0.8864,1,0.742,0,0.7682
Socialists. The actual term is 'Watermellons'. Green on the outside and red on the inside.,1,0.7929999999999999,1,0.6012,0,0.5995,0,0.5931,1,0.5869
"Are you serious, silly or just stupid?",1,1.0,1,1.0,1,0.895,1,0.8876,1,0.5658
"G&M, I think you are going to find yourself quite out of touch with Canadian's. You fools.",1,0.7948,0,0.804,0,0.5964,1,0.5872,0,0.804
I recall Iggy's eloquent dialogue about how the Liberals are like Puffins who clean up after themselves by burying their skat. Harper's pooping puffin hate ad will go down in history along with the Liberals soldiers in the streets classic.,1,0.6162,0,0.6279,0,0.7553,0,0.6257,0,0.7553
Your writing style (as it is) leaves much to be desired.,1,0.8153,1,0.8153,0,0.7966,0,0.6027,0,1.0
sorry cant feel sorry for the guy been sucking on the front tit for too long and the only reason he's at all relevant is our government allows french language laws to rule. Yes french spelled wit a small f.,1,0.7825,0,0.5821,0,0.5821,1,0.5984,0,0.7939
You've correctly highlighted one of the most stupid comments in the article. Anything that is taught was research at some point in time.,1,1.0,1,1.0,1,1.0,1,1.0,0,1.0
"Dusty; C'mon, be honest, you could not do your taxes before, quit blaming the math programs. A not-too-bright comment, no doubt by a not-too-bright Canadian.",1,0.6688,1,0.8426,1,0.6688,0,0.6539,0,0.6512
I like to see you in about 60 years when you sit in a wheelchair Maybe then you can buy yourself another snowboard or play game of hockey. LOL,1,0.6219,1,0.5999,0,0.6132,0,0.5870000000000001,0,0.7869
Here's a thought for you SteveM. Just because you (may) have the right to do something doesn't mean it is a good idea to do it.,1,0.7926,1,0.5915,1,0.5915,1,0.7926,1,0.5915
"Yeah, well - this is the guy who thinks porn is victimless.",1,0.6079,1,0.603,1,0.8121,0,0.8055,0,0.6079
"If you are Irrational, don't make stupid comments, make rational ones 'We will only pay for the who get sick through no fault of their own; the public should not be expected to pay for life-style diseases.'",1,0.5611,1,0.5693,0,0.5601,0,0.5878,0,1.0
Is that the best you can come up with faecal geologist?,1,0.5808,1,0.7828,1,0.7828,1,0.5808,0,0.7979999999999999
One can only conclude that his supporters are as unethical as he is. Sad.,1,0.5838,1,0.805,0,0.6113,0,0.6113,0,0.8079999999999999
"You're just mad because we are the world superpower and have accomplished more than you, and you have nothing to say for yourself.",1,0.7609999999999999,1,0.8018,1,0.5608,1,0.5215,0,0.963
Clever come back!,1,0.5796,1,0.5796,1,0.5796,0,1.0,1,0.5796
"Go fly a kite, Khan.",1,0.7872,0,0.6025,1,1.0,1,0.7872,0,0.8117
"I think it's a concern about Canada, but go ahead with your continual, ineffectual baiting, as you always do.",1,0.5133,0,0.6584,0,0.5038,1,0.6701,0,0.6606
"You like to use the word Facist, seth. Do please tell us what you understand that label to mean. Then compare and contrast your 'notion' with reality.",1,0.5789,1,0.5789,0,0.6141,0,0.807,1,0.5789
"Utterly delusional, kool-aid drinking, Liberal partisan pap. Cringe-worthy.",1,0.6016,0,0.5931,1,1.0,0,0.5901,0,1.0
It was Trumplethinskin that used 'oral sewage and fear Mongering' - the very 'oral sewage and fear Mongering' that has most Americans (and a vast chunk of the rest of the world) panicking. Your projection is almost as 'good' as The Orange One's.,1,0.619,0,0.5714,1,0.8061,0,0.7845,0,0.5974
"Harper never behaved in this childish, physical manner.",1,0.6032,0,0.7916,0,0.6032,0,0.7936,0,1.0
That would be an insult to the dinosaurs. They are magnificent. Jim Prentice is not!,1,0.6041,0,0.8025,0,0.8022,1,0.6041,1,0.6041
why then funding them partly is ok?? is that make it only half wrong or half right? it is either right or wrong. make your mind up.,1,0.5646,1,0.5646,1,0.5646,1,0.5591,0,0.7190000000000001
"Say what, gun haters lying. Say it is not so!",1,0.6114,0,1.0,0,0.7918,0,0.7873,1,0.6265
"I'm surprised that the chicken hearted pawns at the gutless G+M didn't censor your comment. But, as it is critical of the Catholic church, and not of this newspaper's Jewish patriarchs, I guess it stands. Good for you!",1,1.0,1,0.6139,0,0.5035,1,0.8813,1,0.627
Tory will not get re-elected. This and the DumbTrack will be a nail in his coffin. Buh buy Mayor Tory. You are no better than any of them.,1,0.662,1,0.662,1,0.662,1,0.662,0,0.5112
"Darn the truth, eh Joey and babbleon",1,0.6541,1,0.6541,0,0.5112,1,0.8231,1,0.5033
"American pols use culture as wedge issues to divide, raise money, and stay in power. That's what culture wars means. The whole piece is a descriptor of how that is occurring (mostly among the Dems).Deal with it..",1,0.6005,0,0.8056,0,0.8056,0,0.8008,0,1.0
"Interesting reasoning. No doubt you feel we should apply it in cases of human suffering as well. When disasters strike, when famines hit, when wars are afoot... if there's too many victims to treat them all humanely, we should euthanize them. Right?",1,0.6057,1,1.0,1,0.7918,0,0.6025,1,0.8057
Poor women. You just wave money in front of them and all that hard fought for freedom of choice vanishes out the window. They're like Pavlov's dog I guess.,1,0.7948,1,0.7948,0,0.609,1,0.598,1,0.7948
And it is hard to fix stupid,1,1.0,1,0.8069,1,0.594,1,1.0,1,0.601
Old Stock Reformer What a ridiculous comment. Canada produces less than 2% of the world's CO2 emissions. The real problems are the US & China. Another victim of mad harper disease.,1,0.5643,1,0.6976,1,0.7089,1,0.5826,0,0.7357
"Is that a Drumpf endorsement, Ravensbud ?",1,0.5162,1,0.5162,0,0.6557,0,0.8251,1,0.5107
"' however, I think the guy needs professional medical help'Detox?",1,0.6578,1,0.8353,0,0.6762,0,0.5115,0,0.6635
"62,amalgamation of two losers does not make a winner",1,0.5867,0,0.6085,0,0.8038,0,0.6085,1,0.6094
"No maids, no chauffeurs, no gardeners, no chefs, just your lies Miss Smyth.",1,0.5982,0,0.8125,0,0.8125,0,0.7991,0,0.7857
The layman would call Fords bullies and professional psychopaths (as sociopaths are smart). Never trust stupid aggressive man as they are dangerous beyond imagination.,1,1.0,0,0.8035,0,1.0,1,0.8029999999999999,0,1.0
Nonsense. You have any evidence for this claim or is it a religious belief on your part?,1,0.5601,1,0.7689,0,0.5534,0,0.7838,0,1.0
DenF you are completely out to lunch on the serial killer claim and that type of extreme nonsense discredits anything else you have to say.,1,0.8064,1,0.7976,1,0.5935,1,0.6045,0,1.0
you people seriously need help . You are all pathetic......,1,1.0,1,0.9194,1,0.8382,1,0.8433,0,0.8811
"Forgot, Muslim hippy leftist gay activists...",1,0.6029,1,0.5896,0,0.6063,0,0.6088,1,0.5896
Rogers are the bandits on the bridge exacting toll from the peasants. Never again with those crooks!,1,0.6167,0,1.0,0,0.8029,0,0.5977,0,1.0
Silly stupidperson! I bite my thumb in your general direction. Your father was a meter maid and your mother a toilet brush.,1,0.8023,1,1.0,1,1.0,1,0.8023,0,1.0
"@Airface,More sneering, more contempt, more disdain. It makes you feel good, n'est-ce pas? It is patently obvious that you have not the slightest understanding of the metaphor of the 'Hundred Dollar Table'.",1,0.8064,0,0.5886,0,0.579,0,0.8179,0,1.0
Oh Mel! You're so entertaining. And these fools hang on to every word you say. Hilarious!,1,0.6001,1,0.6001,0,0.6024,0,0.6024,1,0.6094
"They're Con trolls, SR. Start distinguishing.",1,0.6156,0,0.7846,0,0.7846,0,1.0,0,1.0
Perhaps if you opened your eyes...,1,0.6116,1,0.8019,1,0.7909999999999999,0,0.7954,0,1.0
"Almost? These poor bitter journalists, clinging to their socialist dreams and delusions of adequacy.",1,0.5845,1,0.5845,1,0.5845,0,0.8037,0,1.0
"Hey Craig, why won't Nick Kouvalis run any relection campaign for Ford unless he goes to rehab??? This has nothing to do with 'Ford haters'. Folks don't like Ford because he is a clownish blow-hard who can't grasp his job.",1,0.5982,0,0.8097,0,0.6098,0,0.6017,0,0.7876
"SARAH KENDZIOR, LOLI did warned you sister, you loose, we win. Please do not move to Canada. Bye again.",1,0.5979,1,0.5979,0,0.5932,0,0.7904,0,0.5932
glad to see the usual warped paranoiac russian supporters/us bashers out here todayTry this: what if anything would you do differently and how would that impact things; Rather than this'us bad bla bla bla...',1,0.5828,0,0.6251,0,0.8203,0,0.8203,0,0.8048
Who cares jazzer??? They could call themselves FordNayshun for all I care. Stop being lazy and find the right thread to whine on.,1,1.0,1,0.7976,1,0.7976,1,0.5858,0,0.8117
"And ,attracts leftist trolls.",1,0.6151,0,0.7972,0,0.589,0,0.8128,0,0.7958
Mr. Obviously Wrong. The fools who put the plants there are the ones who will bear the responsibility for their cancellation. If you took of your Liberal Lackey jersey you would know that already.,1,0.7917,1,0.7917,0,0.5878,0,0.5878,0,1.0
"NO Canadian province will go 'bankrupt' now, or any time in the future without the Feds stepping in. If you think a bankrupt Ontario is a good thing, then you're absolutely clueless. Your fear mongering is pathetic.",1,0.5841,1,1.0,0,0.5873,1,0.6004,0,0.7928
"You must be Rascist! Immigration Good. Asking Why, Bad!!!",1,0.5955,0,0.6068,0,0.6068,0,0.612,0,0.7925
I assume you'll be voting to get Hudak into power. You must have a very strong stomach.,1,0.6249,0,0.5933,0,0.8016,0,1.0,0,0.8016
I couldn't get past the incredibly ignorant line where Wente claims most city people are against hunting....What an ignorant fool she is...,1,0.5851,1,0.7949,1,0.5851,1,0.5851,0,1.0
"However, saying a dog is not a dog doesn't make it any less a dog. Don't you think that anyone appointed as a senator will not be beholden to whoever appointed them? It's the appointment precedure, stupid!!!!",1,1.0,1,0.5952,1,0.5952,1,0.5952,0,0.6048
As I mentioned you are full of hate. Thanks for proving it.,1,0.5966,1,0.601,1,1.0,0,0.7957,0,1.0
